#genome,Exclude,Distance,prct_difference,prct_difference_bin,mash_10K_distance,seq_match,prct_match,time_match_s,tool,TP,TN,FP,FN,new_bins,sw_version,min_version,p,l,clmn,tag_size
G000022465,G000024305,0.018130286000000002,1.7912902990000001,2,0.00916565,63279.0,94.91802540987295,0.0,clark,0.9491802540987295,0.9946105269473652,0.005389473052634737,0.050819745901270495,1,0.0,0.0,0.0,0.0,0.0,0.0
G000022405,G000189555,0.020868978,2.05813095,2,0.013550799999999998,65291.0,97.9360103199484,0.0,clark,0.979360103199484,0.9946105269473652,0.005389473052634737,0.020639896800516,1,0.0,0.0,0.0,0.0,0.0,0.0
G000824705,G000016525,0.020325247,2.00523077,2,0.013354699999999999,61581.0,92.37103814480928,0.0,clark,0.9237103814480928,0.9946105269473652,0.005389473052634737,0.07628961855190725,1,0.0,0.0,0.0,0.0,0.0,0.0
G001628485,G001628455,0.021555427999999998,2.124861669,2,0.00808024,65716.0,98.57350713246434,0.0,clark,0.9857350713246433,0.9946105269473652,0.005389473052634737,0.014264928675356623,1,0.0,0.0,0.0,0.0,0.0,0.0
G000949015,G001399695,0.024400408999999998,2.400775869,2,0.00737682,66055.0,99.08200458997705,0.0,clark,0.9908200458997705,0.9946105269473652,0.005389473052634737,0.009179954100229499,1,0.0,0.0,0.0,0.0,0.0,0.0
G000300255,G000437835,0.017796261,1.7586783190000002,2,0.011756399999999998,60703.0,91.05404472977635,0.0,clark,0.9105404472977635,0.9946105269473652,0.005389473052634737,0.08945955270223649,1,0.0,0.0,0.0,0.0,0.0,0.0
G000969885,G001402855,0.016377064,1.619955291,2,0.0037263000000000005,63582.0,95.37252313738432,0.0,clark,0.9537252313738431,0.9946105269473652,0.005389473052634737,0.04627476862615687,1,0.0,0.0,0.0,0.0,0.0,0.0
G001433455,G000151105,0.034525996,3.37433552,4,0.0253218,58381.0,87.57106214468928,0.0,clark,0.8757106214468927,0.9946105269473652,0.005389473052634737,0.12428937855310723,1,0.0,0.0,0.0,0.0,0.0,0.0
G002009985,G002011035,0.039295977,3.8284273939999998,4,0.00351914,63256.0,94.88352558237209,0.0,clark,0.9488352558237209,0.9946105269473652,0.005389473052634737,0.05116474417627912,1,0.0,0.0,0.0,0.0,0.0,0.0
G001918745,G001919175,0.044070486,4.280067381,4,0.00574147,63201.0,94.80102599487003,0.0,clark,0.9480102599487003,0.9946105269473652,0.005389473052634737,0.05198974005129974,1,0.0,0.0,0.0,0.0,0.0,0.0
G001917995,G001918475,0.045824042999999995,4.44522281,4,0.0177122,56656.0,84.98357508212459,0.0,clark,0.8498357508212458,0.9946105269473652,0.005389473052634737,0.1501642491787541,1,0.0,0.0,0.0,0.0,0.0,0.0
G001627235,G001627075,0.040166961,3.911031822,4,0.020016700000000002,62275.0,93.4120329398353,0.0,clark,0.934120329398353,0.9946105269473652,0.005389473052634737,0.065879670601647,1,0.0,0.0,0.0,0.0,0.0,0.0
G000241145,G000204585,0.031894266,3.122561497,4,0.03369369999999999,52725.0,79.08710456447719,0.0,clark,0.7908710456447717,0.9946105269473652,0.005389473052634737,0.2091289543552282,1,0.0,0.0,0.0,0.0,0.0,0.0
G000956175,G001674955,0.044225125,4.294647291,4,0.08878330000000001,33920.0,50.87974560127199,0.0,clark,0.50879745601272,0.9946105269473652,0.005389473052634737,0.4912025439872801,2,0.0,0.0,0.0,0.0,0.0,0.0
G001516655,G001516665,0.04544998,4.410024792,4,0.024214199999999998,59743.0,89.61405192974036,0.0,clark,0.8961405192974035,0.9946105269473652,0.005389473052634737,0.10385948070259649,1,0.0,0.0,0.0,0.0,0.0,0.0
G000247545,G000016385,0.048820567,4.72655254,4,0.03923309999999999,53875.0,80.8120959395203,0.0,clark,0.808120959395203,0.9946105269473652,0.005389473052634737,0.19187904060479696,1,0.0,0.0,0.0,0.0,0.0,0.0
G001006085,G000186365,0.03156216,3.090726545,4,0.00508714,58815.0,88.22205888970555,0.0,clark,0.8822205888970556,0.9946105269473652,0.005389473052634737,0.11777941110294449,1,0.0,0.0,0.0,0.0,0.0,0.0
G000698785,G000730285,0.058965184000000004,5.670682533,6,0.11478,18450.0,27.674861625691875,0.0,clark,0.2767486162569187,0.9946105269473652,0.005389473052634737,0.7232513837430813,2,0.0,0.0,0.0,0.0,0.0,0.0
G000402075,G000399765,0.065784923,6.298235511000001,6,0.0455159,44744.0,67.11566442167789,0.0,clark,0.6711566442167789,0.9946105269473652,0.005389473052634737,0.3288433557832211,1,0.0,0.0,0.0,0.0,0.0,0.0
G000328945,G000875775,0.07306212200000001,6.961620466,6,0.11990899999999999,26012.0,39.01780491097544,0.0,clark,0.39017804910975445,0.9946105269473652,0.005389473052634737,0.6098219508902456,2,0.0,0.0,0.0,0.0,0.0,0.0
G001663375,G001516725,0.076709577,7.291706402999999,6,0.0227838,63743.0,95.61402192989036,0.0,clark,0.9561402192989035,0.9946105269473652,0.005389473052634737,0.043859780701096494,1,0.0,0.0,0.0,0.0,0.0,0.0
G000020905,G000231015,0.05143719099999999,4.971297606,6,0.0331502,57961.0,86.94106529467354,0.0,clark,0.8694106529467353,0.9946105269473652,0.005389473052634737,0.13058934705326472,1,0.0,0.0,0.0,0.0,0.0,0.0
G000495735,G000495715,0.051440274,4.97158547,6,0.030677,63440.0,95.15952420237899,0.0,clark,0.9515952420237899,0.9946105269473652,0.005389473052634737,0.04840475797621012,1,0.0,0.0,0.0,0.0,0.0,0.0
G000025525,G000091665,0.070697047,6.746727325,6,0.13097899999999998,34052.0,51.07774461127694,0.0,clark,0.5107774461127694,0.9946105269473652,0.005389473052634737,0.48922255388723057,2,0.0,0.0,0.0,0.0,0.0,0.0
G000018485,G000220645,0.055658350999999995,5.364327019,6,0.0987984,31485.0,47.227263863680676,0.0,clark,0.4722726386368068,0.9946105269473652,0.005389473052634737,0.5277273613631932,2,0.0,0.0,0.0,0.0,0.0,0.0
G000828575,G000145295,0.07637825599999999,7.26178889,6,0.07707080000000001,24385.0,36.57731711341443,0.0,clark,0.3657731711341443,0.9946105269473652,0.005389473052634737,0.6342268288658557,2,0.0,0.0,0.0,0.0,0.0,0.0
G001629165,G001628475,0.070617536,6.739491093,6,0.0148187,53269.0,79.90310048449757,0.0,clark,0.7990310048449758,0.9946105269473652,0.005389473052634737,0.20096899515502423,1,0.0,0.0,0.0,0.0,0.0,0.0
G001508065,G001508175,0.10003373300000001,9.364953228,8,0.010187799999999999,65582.0,98.3725081374593,0.0,clark,0.9837250813745931,0.9946105269473652,0.005389473052634737,0.01627491862540687,1,0.0,0.0,0.0,0.0,0.0,0.0
G900012635,G001577775,0.086704214,8.188014048,8,0.109331,20216.0,30.323848380758108,0.0,clark,0.30323848380758095,0.9946105269473652,0.005389473052634737,0.696761516192419,2,0.0,0.0,0.0,0.0,0.0,0.0
G001917965,G001918455,0.096826126,9.083643522000001,8,0.0243695,41556.0,62.33368833155834,0.0,clark,0.6233368833155835,0.9946105269473652,0.005389473052634737,0.3766631166844166,1,0.0,0.0,0.0,0.0,0.0,0.0
G000812185,G001510295,0.09687657400000001,9.08807717,8,0.156619,23432.0,35.14782426087869,0.0,clark,0.35147824260878696,0.9946105269473652,0.005389473052634737,0.6485217573912131,3,0.0,0.0,0.0,0.0,0.0,0.0
G001541925,G001510225,0.100553116,9.410390462999999,8,0.142009,27162.0,40.74279628601857,0.0,clark,0.4074279628601857,0.9946105269473652,0.005389473052634737,0.5925720371398143,2,0.0,0.0,0.0,0.0,0.0,0.0
G000405885,G000402095,0.083619359,7.91264106,8,0.0211548,66667.0,100.0,0.0,clark,1.0,0.9946105269473652,0.005389473052634737,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
G000148385,G001316145,0.09828262300000001,9.211528606,8,0.0289561,58614.0,87.92056039719802,0.0,clark,0.8792056039719801,0.9946105269473652,0.005389473052634737,0.12079439602801986,1,0.0,0.0,0.0,0.0,0.0,0.0
G000591035,G000011125,0.104570866,9.760814552000001,8,0.145727,8302.0,12.452937735311323,0.0,clark,0.12452937735311323,0.9946105269473652,0.005389473052634737,0.8754706226468868,2,0.0,0.0,0.0,0.0,0.0,0.0
G000745485,G001729285,0.079189925,7.515256719,8,0.05767100000000001,42103.0,63.15418422907885,0.0,clark,0.6315418422907886,0.9946105269473652,0.005389473052634737,0.3684581577092115,2,0.0,0.0,0.0,0.0,0.0,0.0
G000309865,G000302455,0.10256051599999999,9.585708512,8,0.12100999999999999,16005.0,24.007379963100178,0.0,clark,0.24007379963100184,0.9946105269473652,0.005389473052634737,0.7599262003689982,2,0.0,0.0,0.0,0.0,0.0,0.0
G000430485,G001507935,0.118421872,10.95459505,10,0.032829000000000004,57285.0,85.92707036464817,0.0,clark,0.8592707036464817,0.9946105269473652,0.005389473052634737,0.14072929635351825,1,0.0,0.0,0.0,0.0,0.0,0.0
G000246985,G001484685,0.116990121,10.83221551,10,0.080322,39998.0,59.996700016499915,0.0,clark,0.5999670001649992,0.9946105269473652,0.005389473052634737,0.40003299983500085,2,0.0,0.0,0.0,0.0,0.0,0.0
G001647085,G000018365,0.1203173,11.11624863,10,0.0981375,28141.0,42.21128894355528,0.0,clark,0.4221128894355528,0.9946105269473652,0.005389473052634737,0.5778871105644472,2,0.0,0.0,0.0,0.0,0.0,0.0
G001484195,G000221185,0.108425931,10.09528927,10,0.0794837,41710.0,62.564687176564114,0.0,clark,0.6256468717656412,0.9946105269473652,0.005389473052634737,0.37435312823435885,2,0.0,0.0,0.0,0.0,0.0,0.0
G000151205,G000022365,0.11577045400000001,10.72777951,10,0.11288699999999999,28970.0,43.45478272608637,0.0,clark,0.4345478272608637,0.9946105269473652,0.005389473052634737,0.5654521727391363,2,0.0,0.0,0.0,0.0,0.0,0.0
G001915065,G001920575,0.109901422,10.22285217,10,0.00793,63645.0,95.46702266488667,0.0,clark,0.9546702266488668,0.9946105269473652,0.005389473052634737,0.045329773351133244,1,0.0,0.0,0.0,0.0,0.0,0.0
G000484975,G001510275,0.110106169,10.24053366,10,0.11778499999999999,28248.0,42.3717881410593,0.0,clark,0.42371788141059297,0.9946105269473652,0.005389473052634737,0.576282118589407,2,0.0,0.0,0.0,0.0,0.0,0.0
G001516705,G001516745,0.112252423,10.4255891,10,0.0359759,60731.0,91.0960445197774,0.0,clark,0.910960445197774,0.9946105269473652,0.005389473052634737,0.08903955480222599,1,0.0,0.0,0.0,0.0,0.0,0.0
G001315985,G001316265,0.127196258,11.69950792,10,0.049462599999999995,56369.0,84.55307723461382,0.0,clark,0.8455307723461383,0.9946105269473652,0.005389473052634737,0.15446922765386173,1,0.0,0.0,0.0,0.0,0.0,0.0
G000214415,G000243455,0.120344429,11.11855939,10,0.13097899999999998,19956.0,29.933850330748342,0.0,clark,0.29933850330748346,0.9946105269473652,0.005389473052634737,0.7006614966925165,2,0.0,0.0,0.0,0.0,0.0,0.0
G000022545,G001317345,0.181839762,16.14745387,16,0.164662,11566.0,17.348913255433715,0.0,clark,0.17348913255433723,0.9946105269473652,0.005389473052634737,0.8265108674456628,3,0.0,0.0,0.0,0.0,0.0,0.0
G000211475,G000195935,0.195864722,17.23776717,16,0.263022,4769.0,7.153464232678843,0.0,clark,0.07153464232678837,0.9946105269473652,0.005389473052634737,0.9284653576732116,4,0.0,0.0,0.0,0.0,0.0,0.0
G001592435,G000009965,0.14391295199999998,13.09480031,16,0.0882637,29612.0,44.41777791111045,0.0,clark,0.44417777911110445,0.9946105269473652,0.005389473052634737,0.5558222208888955,2,0.0,0.0,0.0,0.0,0.0,0.0
G000769655,G000816105,0.181418222,16.1143663,16,0.11575899999999999,26973.0,40.45929770351149,0.0,clark,0.4045929770351148,0.9946105269473652,0.005389473052634737,0.5954070229648851,2,0.0,0.0,0.0,0.0,0.0,0.0
G001775965,G001776015,0.196366292,17.27638333,16,0.029517900000000003,41310.0,61.96469017654912,0.0,clark,0.6196469017654912,0.9946105269473652,0.005389473052634737,0.3803530982345088,1,0.0,0.0,0.0,0.0,0.0,0.0
G001593935,G001593925,0.181149847,16.09329129,16,0.197292,4782.0,7.172964135179328,0.0,clark,0.07172964135179324,0.9946105269473652,0.005389473052634737,0.9282703586482067,3,0.0,0.0,0.0,0.0,0.0,0.0
G000802205,G001870125,0.19842395699999998,17.4345341,16,0.23010999999999998,1880.0,2.819985900070492,0.0,clark,0.028199859000704996,0.9946105269473652,0.005389473052634737,0.971800140999295,3,0.0,0.0,0.0,0.0,0.0,0.0
G000723185,G000955905,0.172015736,15.37149099,16,0.219531,2725.0,4.087479562602198,0.0,clark,0.04087479562602187,0.9946105269473652,0.005389473052634737,0.9591252043739781,3,0.0,0.0,0.0,0.0,0.0,0.0
G000299395,G000242875,0.18531788100000002,16.41975021,16,0.178173,16031.0,24.04637976810116,0.0,clark,0.2404637976810116,0.9946105269473652,0.005389473052634737,0.7595362023189884,3,0.0,0.0,0.0,0.0,0.0,0.0
G000193375,G000253055,0.21257835,18.51075232,16,0.23010999999999998,4451.0,6.676466617666904,0.0,clark,0.06676466617666911,0.9946105269473652,0.005389473052634737,0.9332353338233309,3,0.0,0.0,0.0,0.0,0.0,0.0
G001940705,G001563335,0.23723961600000001,20.33800788,20,0.21089699999999997,1496.0,2.2439887800560996,0.0,clark,0.022439887800560998,0.9946105269473652,0.005389473052634737,0.9775601121994391,3,0.0,0.0,0.0,0.0,0.0,0.0
G000725425,G002009975,0.25003677399999996,21.26278661,20,0.21089699999999997,4204.0,6.3059684701576515,0.0,clark,0.0630596847015765,0.9946105269473652,0.005389473052634737,0.9369403152984235,3,0.0,0.0,0.0,0.0,0.0,0.0
G000007305,G000215995,0.23182745600000002,19.94212862,20,0.295981,8738.0,13.106934465327669,0.0,clark,0.13106934465327674,0.9946105269473652,0.005389473052634737,0.8689306553467233,4,0.0,0.0,0.0,0.0,0.0,0.0
G000265525,G000966265,0.288332829,23.93780796,20,0.243761,11160.0,16.7399163004185,0.0,clark,0.16739916300418498,0.9946105269473652,0.005389473052634737,0.832600836995815,3,0.0,0.0,0.0,0.0,0.0,0.0
G000019805,G001189275,0.206485765,18.049996,16,0.295981,4854.0,7.2809635951820155,0.0,clark,0.07280963595182025,0.9946105269473652,0.005389473052634737,0.9271903640481798,4,0.0,0.0,0.0,0.0,0.0,0.0
G000190315,G001316025,0.20227703,17.72951432,16,0.23010999999999998,17959.0,26.93836530817346,0.0,clark,0.26938365308173456,0.9946105269473652,0.005389473052634737,0.7306163469182654,3,0.0,0.0,0.0,0.0,0.0,0.0
G001462395,G001412615,0.207962275,18.16200204,16,0.243761,1377.0,2.065489672551635,0.0,clark,0.02065489672551637,0.9946105269473652,0.005389473052634737,0.9793451032744837,3,0.0,0.0,0.0,0.0,0.0,0.0
G000747605,G001315825,0.199554622,17.52125173,16,0.23010999999999998,2094.0,3.1409842950785247,0.0,clark,0.03140984295078525,0.9946105269473652,0.005389473052634737,0.9685901570492148,3,0.0,0.0,0.0,0.0,0.0,0.0
G001316085,G001316045,0.19335309,17.04400628,16,0.19173099999999998,5328.0,7.9919600401998,0.0,clark,0.07991960040199798,0.9946105269473652,0.005389473052634737,0.920080399598002,3,0.0,0.0,0.0,0.0,0.0,0.0
G000179575,G000017185,0.22679897300000001,19.57174494,20,0.23010999999999998,6467.0,9.700451497742506,0.0,clark,0.09700451497742511,0.9946105269473652,0.005389473052634737,0.9029954850225749,3,0.0,0.0,0.0,0.0,0.0,0.0
G000402355,G000830275,0.661411409,43.94976941,40,1.0,658.0,0.9869950650246722,0.0,clark,0.00986995065024675,0.9946105269473652,0.005389473052634737,0.9901300493497532,4,0.0,0.0,0.0,0.0,0.0,0.0
G001515205,G001515215,0.49043662200000004,35.99957211,40,0.295981,546.0,0.818995905020472,0.0,clark,0.008189959050204748,0.9946105269473652,0.005389473052634737,0.9918100409497953,4,0.0,0.0,0.0,0.0,0.0,0.0
G001399805,G001399795,0.53153119,38.07902343,40,1.0,509.0,0.7634961825190913,0.0,clark,0.007634961825190874,0.9946105269473652,0.005389473052634737,0.9923650381748091,4,0.0,0.0,0.0,0.0,0.0,0.0
G000399825,G000375685,0.577436206,40.27106601,40,1.0,839.0,1.258493707531457,0.0,clark,0.012584937075314623,0.9946105269473652,0.005389473052634737,0.9874150629246854,4,0.0,0.0,0.0,0.0,0.0,0.0
G000092185,G000264495,0.525434874,37.77769116,40,1.0,2156.0,3.2339838300808452,0.0,clark,0.0323398383008085,0.9946105269473652,0.005389473052634737,0.9676601616991916,4,0.0,0.0,0.0,0.0,0.0,0.0
G000015145,G000223395,0.580348636,40.40566528,40,0.243761,805.0,1.2074939625301937,0.0,clark,0.012074939625301874,0.9946105269473652,0.005389473052634737,0.9879250603746981,3,0.0,0.0,0.0,0.0,0.0,0.0
G000144915,G000317795,0.518015074,37.40762083,40,0.263022,744.0,1.1159944200279028,0.0,clark,0.011159944200278998,0.9946105269473652,0.005389473052634737,0.988840055799721,4,0.0,0.0,0.0,0.0,0.0,0.0
G000011205,G000389735,0.514743202,37.24326599,40,1.0,2374.0,3.560982195089025,0.0,clark,0.03560982195089025,0.9946105269473652,0.005389473052634737,0.9643901780491098,4,0.0,0.0,0.0,0.0,0.0,0.0
G001723855,G001723845,0.50293281,36.64399754,40,0.164662,7627.0,11.440442797786005,0.0,clark,0.11440442797786012,0.9946105269473652,0.005389473052634737,0.8855955720221399,3,0.0,0.0,0.0,0.0,0.0,0.0
G900095815,G000166095,0.488043988,35.87495511,40,0.295981,1431.0,2.1464892675536618,0.0,clark,0.021464892675536622,0.9946105269473652,0.005389473052634737,0.9785351073244634,4,0.0,0.0,0.0,0.0,0.0,0.0
G001871415,G000830295,0.9247209890000001,53.14287851,60,1.0,286.0,0.42899785501072074,0.0,clark,0.0042899785501072495,0.9946105269473652,0.005389473052634737,0.9957100214498927,4,0.0,0.0,0.0,0.0,0.0,0.0
G001940725,G001940645,0.9661817509999999,54.31837182,60,1.0,180.0,0.26999865000675527,0.0,clark,0.0026999865000674997,0.9946105269473652,0.005389473052634737,0.9973000134999325,4,0.0,0.0,0.0,0.0,0.0,0.0
G001563325,G001940655,1.023133348,55.83069472,60,1.0,158.0,0.23699881500593278,0.0,clark,0.0023699881500592497,0.9946105269473652,0.005389473052634737,0.9976300118499407,4,0.0,0.0,0.0,0.0,0.0,0.0
G001717015,G001940665,0.939711685,53.57541273,60,1.0,271.0,0.40649796751016254,0.0,clark,0.004064979675101625,0.9946105269473652,0.005389473052634737,0.9959350203248983,4,0.0,0.0,0.0,0.0,0.0,0.0
G000270325,G002011075,0.958954167,54.11810412,60,1.0,188.0,0.2819985900070492,0.0,clark,0.0028199859000704996,0.9946105269473652,0.005389473052634737,0.9971800140999295,4,0.0,0.0,0.0,0.0,0.0,0.0
G000993805,G000019605,1.0802482070000001,57.23629784,60,1.0,313.0,0.46949765251173403,0.0,clark,0.004694976525117374,0.9946105269473652,0.005389473052634737,0.9953050234748826,4,0.0,0.0,0.0,0.0,0.0,0.0
G002011125,G000007185,0.97194198,54.47660462,60,1.0,663.0,0.994495027524863,0.0,clark,0.009944950275248624,0.9946105269473652,0.005389473052634737,0.9900550497247513,4,0.0,0.0,0.0,0.0,0.0,0.0
G000008265,G001856825,0.9844275579999999,54.81543838,60,1.0,1692.0,2.5379873100634427,0.0,clark,0.025379873100634498,0.9946105269473652,0.005389473052634737,0.9746201268993655,4,0.0,0.0,0.0,0.0,0.0,0.0
G001800815,G001595885,0.913006051,52.79879177,60,0.295981,975.0,1.4624926875365674,0.0,clark,0.014624926875365624,0.9946105269473652,0.005389473052634737,0.9853750731246343,4,0.0,0.0,0.0,0.0,0.0,0.0
G001766815,G001914405,1.06378851,56.84214166,60,0.295981,486.0,0.728996355018225,0.0,clark,0.007289963550182249,0.9946105269473652,0.005389473052634737,0.9927100364498177,4,0.0,0.0,0.0,0.0,0.0,0.0
G000173675,G000173675,0.0,0.0,0,0.0,66663.0,99.99400002999985,0.0,clark,0.9999400002999985,0.9946105269473652,0.005389473052634737,5.9999700001499995e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
G000307305,G000307305,0.0,0.0,0,0.0,66660.0,99.98950005249974,0.0,clark,0.9998950005249974,0.9946105269473652,0.005389473052634737,0.00010499947500262499,0,0.0,0.0,0.0,0.0,0.0,0.0
G000421185,G000421185,0.0,0.0,0,0.0,66662.0,99.99250003749981,0.0,clark,0.9999250003749981,0.9946105269473652,0.005389473052634737,7.499962500187499e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
G000422285,G000422285,0.0,0.0,0,0.0,66645.0,99.96700016499918,0.0,clark,0.9996700016499918,0.9946105269473652,0.005389473052634737,0.00032999835000824994,0,0.0,0.0,0.0,0.0,0.0,0.0
G000770635,G000770635,0.0,0.0,0,0.0,66657.0,99.98500007499962,0.0,clark,0.9998500007499963,0.9946105269473652,0.005389473052634737,0.00014999925000374999,0,0.0,0.0,0.0,0.0,0.0,0.0
G001004105,G001004105,0.0,0.0,0,0.0,62761.0,94.14102929485352,0.0,clark,0.9414102929485353,0.9946105269473652,0.005389473052634737,0.05858970705146474,0,0.0,0.0,0.0,0.0,0.0,0.0
G001679155,G001679155,0.0,0.0,0,0.0,66662.0,99.99250003749981,0.0,clark,0.9999250003749981,0.9946105269473652,0.005389473052634737,7.499962500187499e-05,0,0.0,0.0,0.0,0.0,0.0,0.0
G001685465,G001685465,0.0,0.0,0,0.0,66645.0,99.96700016499918,0.0,clark,0.9996700016499918,0.9946105269473652,0.005389473052634737,0.00032999835000824994,0,0.0,0.0,0.0,0.0,0.0,0.0
G001887595,G001887595,0.0,0.0,0,0.0,66667.0,100.0,0.0,clark,1.0,0.9946105269473652,0.005389473052634737,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G900156635,G900156635,0.0,0.0,0,0.0,66667.0,100.0,0.0,clark,1.0,0.9946105269473652,0.005389473052634737,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
