#genome,Exclude,Distance,prct_difference,prct_difference_bin,mash_10K_distance,seq_match,prct_match,time_match_s,tool,TP,TN,FP,FN,new_bins,sw_version,min_version,p,l,clmn,tag_size
G001516655,G001516665,0.04544998,4.410024792,4,0.024214199999999998,65745.0,98.61700691496543,0.0,clarkS,0.9861700691496542,0.3797171014144929,0.6202828985855071,0.013829930850345748,1,0.0,0.0,0.0,0.0,0.0,0.0
G000247545,G000016385,0.048820567,4.72655254,4,0.03923309999999999,63437.0,95.15502422487887,0.0,clarkS,0.9515502422487887,0.3797171014144929,0.6202828985855071,0.04844975775121124,1,0.0,0.0,0.0,0.0,0.0,0.0
G001006085,G000186365,0.03156216,3.090726545,4,0.00508714,62717.0,94.07502962485188,0.0,clarkS,0.9407502962485188,0.3797171014144929,0.6202828985855071,0.05924970375148124,1,0.0,0.0,0.0,0.0,0.0,0.0
G000698785,G000730285,0.058965184000000004,5.670682533,6,0.11478,51706.0,77.55861220693896,0.0,clarkS,0.7755861220693897,0.3797171014144929,0.6202828985855071,0.22441387793061035,2,0.0,0.0,0.0,0.0,0.0,0.0
G000402075,G000399765,0.065784923,6.298235511000001,6,0.0455159,63365.0,95.04702476487617,0.0,clarkS,0.9504702476487618,0.3797171014144929,0.6202828985855071,0.04952975235123824,1,0.0,0.0,0.0,0.0,0.0,0.0
G000328945,G000875775,0.07306212200000001,6.961620466,6,0.11990899999999999,64053.0,96.07901960490197,0.0,clarkS,0.9607901960490197,0.3797171014144929,0.6202828985855071,0.03920980395098025,2,0.0,0.0,0.0,0.0,0.0,0.0
G001663375,G001516725,0.076709577,7.291706402999999,6,0.0227838,65455.0,98.18200908995455,0.0,clarkS,0.9818200908995455,0.3797171014144929,0.6202828985855071,0.018179909100454496,1,0.0,0.0,0.0,0.0,0.0,0.0
G000020905,G000231015,0.05143719099999999,4.971297606,6,0.0331502,63148.0,94.72152639236803,0.0,clarkS,0.9472152639236804,0.3797171014144929,0.6202828985855071,0.052784736076319616,1,0.0,0.0,0.0,0.0,0.0,0.0
G000495735,G000495715,0.051440274,4.97158547,6,0.030677,65936.0,98.90350548247258,0.0,clarkS,0.9890350548247259,0.3797171014144929,0.6202828985855071,0.010964945175274124,1,0.0,0.0,0.0,0.0,0.0,0.0
G000025525,G000091665,0.070697047,6.746727325,6,0.13097899999999998,65960.0,98.93950530247349,0.0,clarkS,0.9893950530247348,0.3797171014144929,0.6202828985855071,0.010604946975265124,2,0.0,0.0,0.0,0.0,0.0,0.0
G000018485,G000220645,0.055658350999999995,5.364327019,6,0.0987984,65423.0,98.13400932995334,0.0,clarkS,0.9813400932995335,0.3797171014144929,0.6202828985855071,0.018659906700466498,2,0.0,0.0,0.0,0.0,0.0,0.0
G000828575,G000145295,0.07637825599999999,7.26178889,6,0.07707080000000001,56270.0,84.40457797711011,0.0,clarkS,0.8440457797711012,0.3797171014144929,0.6202828985855071,0.15595422022889885,2,0.0,0.0,0.0,0.0,0.0,0.0
G001629165,G001628475,0.070617536,6.739491093,6,0.0148187,60626.0,90.93854530727346,0.0,clarkS,0.9093854530727347,0.3797171014144929,0.6202828985855071,0.09061454692726537,1,0.0,0.0,0.0,0.0,0.0,0.0
G001508065,G001508175,0.10003373300000001,9.364953228,8,0.010187799999999999,66463.0,99.69400152999235,0.0,clarkS,0.9969400152999235,0.3797171014144929,0.6202828985855071,0.0030599847000764998,1,0.0,0.0,0.0,0.0,0.0,0.0
G900012635,G001577775,0.086704214,8.188014048,8,0.109331,56847.0,85.27007364963175,0.0,clarkS,0.8527007364963175,0.3797171014144929,0.6202828985855071,0.14729926350368247,2,0.0,0.0,0.0,0.0,0.0,0.0
G001917965,G001918455,0.096826126,9.083643522000001,8,0.0243695,59110.0,88.66455667721661,0.0,clarkS,0.8866455667721661,0.3797171014144929,0.6202828985855071,0.11335443322783387,1,0.0,0.0,0.0,0.0,0.0,0.0
G000812185,G001510295,0.09687657400000001,9.08807717,8,0.156619,66094.0,99.14050429747851,0.0,clarkS,0.9914050429747852,0.3797171014144929,0.6202828985855071,0.008594957025214874,3,0.0,0.0,0.0,0.0,0.0,0.0
G001541925,G001510225,0.100553116,9.410390462999999,8,0.142009,66199.0,99.29800350998245,0.0,clarkS,0.9929800350998245,0.3797171014144929,0.6202828985855071,0.007019964900175499,2,0.0,0.0,0.0,0.0,0.0,0.0
G000405885,G000402095,0.083619359,7.91264106,8,0.0211548,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
G000148385,G001316145,0.09828262300000001,9.211528606,8,0.0289561,64132.0,96.19751901240494,0.0,clarkS,0.9619751901240494,0.3797171014144929,0.6202828985855071,0.03802480987595062,1,0.0,0.0,0.0,0.0,0.0,0.0
G000591035,G000011125,0.104570866,9.760814552000001,8,0.145727,49168.0,73.7516312418438,0.0,clarkS,0.737516312418438,0.3797171014144929,0.6202828985855071,0.2624836875815621,2,0.0,0.0,0.0,0.0,0.0,0.0
G000745485,G001729285,0.079189925,7.515256719,8,0.05767100000000001,64929.0,97.39301303493482,0.0,clarkS,0.9739301303493483,0.3797171014144929,0.6202828985855071,0.026069869650651747,2,0.0,0.0,0.0,0.0,0.0,0.0
G000309865,G000302455,0.10256051599999999,9.585708512,8,0.12100999999999999,61137.0,91.70504147479262,0.0,clarkS,0.9170504147479263,0.3797171014144929,0.6202828985855071,0.08294958525207374,2,0.0,0.0,0.0,0.0,0.0,0.0
G000430485,G001507935,0.118421872,10.95459505,10,0.032829000000000004,64415.0,96.62201688991556,0.0,clarkS,0.9662201688991555,0.3797171014144929,0.6202828985855071,0.033779831100844496,1,0.0,0.0,0.0,0.0,0.0,0.0
G000246985,G001484685,0.116990121,10.83221551,10,0.080322,62188.0,93.28153359233204,0.0,clarkS,0.9328153359233203,0.3797171014144929,0.6202828985855071,0.06718466407667961,2,0.0,0.0,0.0,0.0,0.0,0.0
G001647085,G000018365,0.1203173,11.11624863,10,0.0981375,58769.0,88.15305923470383,0.0,clarkS,0.8815305923470382,0.3797171014144929,0.6202828985855071,0.11846940765296174,2,0.0,0.0,0.0,0.0,0.0,0.0
G001484195,G000221185,0.108425931,10.09528927,10,0.0794837,62147.0,93.2200338998305,0.0,clarkS,0.932200338998305,0.3797171014144929,0.6202828985855071,0.06779966100169499,2,0.0,0.0,0.0,0.0,0.0,0.0
G000151205,G000022365,0.11577045400000001,10.72777951,10,0.11288699999999999,59266.0,88.89855550722247,0.0,clarkS,0.8889855550722247,0.3797171014144929,0.6202828985855071,0.11101444492777536,2,0.0,0.0,0.0,0.0,0.0,0.0
G001915065,G001920575,0.109901422,10.22285217,10,0.00793,65020.0,97.52951235243823,0.0,clarkS,0.9752951235243824,0.3797171014144929,0.6202828985855071,0.024704876475617622,1,0.0,0.0,0.0,0.0,0.0,0.0
G000484975,G001510275,0.110106169,10.24053366,10,0.11778499999999999,65591.0,98.38600806995964,0.0,clarkS,0.9838600806995965,0.3797171014144929,0.6202828985855071,0.016139919300403496,2,0.0,0.0,0.0,0.0,0.0,0.0
G001516705,G001516745,0.112252423,10.4255891,10,0.0359759,64607.0,96.91001544992275,0.0,clarkS,0.9691001544992275,0.3797171014144929,0.6202828985855071,0.030899845500772495,1,0.0,0.0,0.0,0.0,0.0,0.0
G001315985,G001316265,0.127196258,11.69950792,10,0.049462599999999995,63970.0,95.95452022739886,0.0,clarkS,0.9595452022739887,0.3797171014144929,0.6202828985855071,0.04045479772601137,1,0.0,0.0,0.0,0.0,0.0,0.0
G000214415,G000243455,0.120344429,11.11855939,10,0.13097899999999998,65060.0,97.58951205243974,0.0,clarkS,0.9758951205243974,0.3797171014144929,0.6202828985855071,0.024104879475602622,2,0.0,0.0,0.0,0.0,0.0,0.0
G000022545,G001317345,0.181839762,16.14745387,16,0.164662,57739.0,86.6080669596652,0.0,clarkS,0.866080669596652,0.3797171014144929,0.6202828985855071,0.133919330403348,3,0.0,0.0,0.0,0.0,0.0,0.0
G000211475,G000195935,0.195864722,17.23776717,16,0.263022,49121.0,73.68113159434203,0.0,clarkS,0.7368113159434203,0.3797171014144929,0.6202828985855071,0.2631886840565797,4,0.0,0.0,0.0,0.0,0.0,0.0
G001592435,G000009965,0.14391295199999998,13.09480031,16,0.0882637,58851.0,88.2760586197069,0.0,clarkS,0.882760586197069,0.3797171014144929,0.6202828985855071,0.11723941380293099,2,0.0,0.0,0.0,0.0,0.0,0.0
G000769655,G000816105,0.181418222,16.1143663,16,0.11575899999999999,57701.0,86.55106724466378,0.0,clarkS,0.8655106724466378,0.3797171014144929,0.6202828985855071,0.13448932755336224,2,0.0,0.0,0.0,0.0,0.0,0.0
G001775965,G001776015,0.196366292,17.27638333,16,0.029517900000000003,61280.0,91.91954040229798,0.0,clarkS,0.9191954040229798,0.3797171014144929,0.6202828985855071,0.08080459597702011,1,0.0,0.0,0.0,0.0,0.0,0.0
G001593935,G001593925,0.181149847,16.09329129,16,0.197292,46646.0,69.96865015674922,0.0,clarkS,0.6996865015674921,0.3797171014144929,0.6202828985855071,0.3003134984325078,3,0.0,0.0,0.0,0.0,0.0,0.0
G000802205,G001870125,0.19842395699999998,17.4345341,16,0.23010999999999998,54074.0,81.11059444702776,0.0,clarkS,0.8111059444702776,0.3797171014144929,0.6202828985855071,0.18889405552972235,3,0.0,0.0,0.0,0.0,0.0,0.0
G000723185,G000955905,0.172015736,15.37149099,16,0.219531,49420.0,74.12962935185324,0.0,clarkS,0.7412962935185324,0.3797171014144929,0.6202828985855071,0.25870370648146757,3,0.0,0.0,0.0,0.0,0.0,0.0
G000299395,G000242875,0.18531788100000002,16.41975021,16,0.178173,63448.0,95.17152414237928,0.0,clarkS,0.9517152414237929,0.3797171014144929,0.6202828985855071,0.04828475857620712,3,0.0,0.0,0.0,0.0,0.0,0.0
G000193375,G000253055,0.21257835,18.51075232,16,0.23010999999999998,48309.0,72.46313768431158,0.0,clarkS,0.7246313768431157,0.3797171014144929,0.6202828985855071,0.2753686231568842,3,0.0,0.0,0.0,0.0,0.0,0.0
G001940705,G001563335,0.23723961600000001,20.33800788,20,0.21089699999999997,38687.0,58.030209848950754,0.0,clarkS,0.5803020984895075,0.3797171014144929,0.6202828985855071,0.41969790151049247,3,0.0,0.0,0.0,0.0,0.0,0.0
G000725425,G002009975,0.25003677399999996,21.26278661,20,0.21089699999999997,54454.0,81.68059159704201,0.0,clarkS,0.8168059159704202,0.3797171014144929,0.6202828985855071,0.18319408402957985,3,0.0,0.0,0.0,0.0,0.0,0.0
G000007305,G000215995,0.23182745600000002,19.94212862,20,0.295981,51685.0,77.52711236443818,0.0,clarkS,0.7752711236443818,0.3797171014144929,0.6202828985855071,0.22472887635561822,4,0.0,0.0,0.0,0.0,0.0,0.0
G000265525,G000966265,0.288332829,23.93780796,20,0.243761,53680.0,80.51959740201299,0.0,clarkS,0.8051959740201299,0.3797171014144929,0.6202828985855071,0.1948040259798701,3,0.0,0.0,0.0,0.0,0.0,0.0
G000019805,G001189275,0.206485765,18.049996,16,0.295981,54672.0,82.00758996205019,0.0,clarkS,0.8200758996205019,0.3797171014144929,0.6202828985855071,0.1799241003794981,4,0.0,0.0,0.0,0.0,0.0,0.0
G000190315,G001316025,0.20227703,17.72951432,16,0.23010999999999998,54307.0,81.4600926995365,0.0,clarkS,0.814600926995365,0.3797171014144929,0.6202828985855071,0.18539907300463498,3,0.0,0.0,0.0,0.0,0.0,0.0
G001462395,G001412615,0.207962275,18.16200204,16,0.243761,36374.0,54.56072719636402,0.0,clarkS,0.5456072719636402,0.3797171014144929,0.6202828985855071,0.4543927280363598,3,0.0,0.0,0.0,0.0,0.0,0.0
G000747605,G001315825,0.199554622,17.52125173,16,0.23010999999999998,38761.0,58.14120929395353,0.0,clarkS,0.5814120929395353,0.3797171014144929,0.6202828985855071,0.41858790706046467,3,0.0,0.0,0.0,0.0,0.0,0.0
G001316085,G001316045,0.19335309,17.04400628,16,0.19173099999999998,45314.0,67.97066014669926,0.0,clarkS,0.6797066014669927,0.3797171014144929,0.6202828985855071,0.3202933985330073,3,0.0,0.0,0.0,0.0,0.0,0.0
G000179575,G000017185,0.22679897300000001,19.57174494,20,0.23010999999999998,64602.0,96.90251548742256,0.0,clarkS,0.9690251548742256,0.3797171014144929,0.6202828985855071,0.03097484512577437,3,0.0,0.0,0.0,0.0,0.0,0.0
G000402355,G000830275,0.661411409,43.94976941,40,1.0,44611.0,66.9161654191729,0.0,clarkS,0.669161654191729,0.3797171014144929,0.6202828985855071,0.330838345808271,4,0.0,0.0,0.0,0.0,0.0,0.0
G001515205,G001515215,0.49043662200000004,35.99957211,40,0.295981,37715.0,56.572217138914304,0.0,clarkS,0.565722171389143,0.3797171014144929,0.6202828985855071,0.43427782861085695,4,0.0,0.0,0.0,0.0,0.0,0.0
G001399805,G001399795,0.53153119,38.07902343,40,1.0,37263.0,55.89422052889736,0.0,clarkS,0.5589422052889735,0.3797171014144929,0.6202828985855071,0.44105779471102646,4,0.0,0.0,0.0,0.0,0.0,0.0
G000399825,G000375685,0.577436206,40.27106601,40,1.0,58384.0,87.57556212218938,0.0,clarkS,0.8757556212218939,0.3797171014144929,0.6202828985855071,0.12424437877810611,4,0.0,0.0,0.0,0.0,0.0,0.0
G000092185,G000264495,0.525434874,37.77769116,40,1.0,40458.0,60.68669656651717,0.0,clarkS,0.6068669656651716,0.3797171014144929,0.6202828985855071,0.3931330343348283,4,0.0,0.0,0.0,0.0,0.0,0.0
G000015145,G000223395,0.580348636,40.40566528,40,0.243761,32325.0,48.487257563712184,0.0,clarkS,0.4848725756371218,0.3797171014144929,0.6202828985855071,0.5151274243628782,3,0.0,0.0,0.0,0.0,0.0,0.0
G000144915,G000317795,0.518015074,37.40762083,40,0.263022,61196.0,91.79354103229484,0.0,clarkS,0.9179354103229483,0.3797171014144929,0.6202828985855071,0.08206458967705162,4,0.0,0.0,0.0,0.0,0.0,0.0
G000011205,G000389735,0.514743202,37.24326599,40,1.0,41768.0,62.651686741566294,0.0,clarkS,0.6265168674156629,0.3797171014144929,0.6202828985855071,0.3734831325843371,4,0.0,0.0,0.0,0.0,0.0,0.0
G001723855,G001723845,0.50293281,36.64399754,40,0.164662,55865.0,83.79708101459492,0.0,clarkS,0.8379708101459493,0.3797171014144929,0.6202828985855071,0.16202918985405074,3,0.0,0.0,0.0,0.0,0.0,0.0
G900095815,G000166095,0.488043988,35.87495511,40,0.295981,63011.0,94.5160274198629,0.0,clarkS,0.945160274198629,0.3797171014144929,0.6202828985855071,0.054839725801370996,4,0.0,0.0,0.0,0.0,0.0,0.0
G001871415,G000830295,0.9247209890000001,53.14287851,60,1.0,43325.0,64.98717506412467,0.0,clarkS,0.6498717506412468,0.3797171014144929,0.6202828985855071,0.3501282493587532,4,0.0,0.0,0.0,0.0,0.0,0.0
G001940725,G001940645,0.9661817509999999,54.31837182,60,1.0,59711.0,89.56605216973915,0.0,clarkS,0.8956605216973915,0.3797171014144929,0.6202828985855071,0.1043394783026085,4,0.0,0.0,0.0,0.0,0.0,0.0
G001563325,G001940655,1.023133348,55.83069472,60,1.0,35271.0,52.90623546882266,0.0,clarkS,0.5290623546882266,0.3797171014144929,0.6202828985855071,0.47093764531177346,4,0.0,0.0,0.0,0.0,0.0,0.0
G001717015,G001940665,0.939711685,53.57541273,60,1.0,43993.0,65.98917005414972,0.0,clarkS,0.6598917005414973,0.3797171014144929,0.6202828985855071,0.3401082994585027,4,0.0,0.0,0.0,0.0,0.0,0.0
G000270325,G002011075,0.958954167,54.11810412,60,1.0,41557.0,62.33518832405838,0.0,clarkS,0.6233518832405838,0.3797171014144929,0.6202828985855071,0.37664811675941623,4,0.0,0.0,0.0,0.0,0.0,0.0
G000993805,G000019605,1.0802482070000001,57.23629784,60,1.0,28638.0,42.956785216073925,0.0,clarkS,0.42956785216073917,0.3797171014144929,0.6202828985855071,0.5704321478392608,4,0.0,0.0,0.0,0.0,0.0,0.0
G002011125,G000007185,0.97194198,54.47660462,60,1.0,52668.0,79.00160499197504,0.0,clarkS,0.7900160499197504,0.3797171014144929,0.6202828985855071,0.2099839500802496,4,0.0,0.0,0.0,0.0,0.0,0.0
G000008265,G001856825,0.9844275579999999,54.81543838,60,1.0,34433.0,51.64924175379123,0.0,clarkS,0.5164924175379123,0.3797171014144929,0.6202828985855071,0.4835075824620877,4,0.0,0.0,0.0,0.0,0.0,0.0
G001800815,G001595885,0.913006051,52.79879177,60,0.295981,50781.0,76.17111914440429,0.0,clarkS,0.7617111914440428,0.3797171014144929,0.6202828985855071,0.23828880855595722,4,0.0,0.0,0.0,0.0,0.0,0.0
G001766815,G001914405,1.06378851,56.84214166,60,0.295981,52115.0,78.1721091394543,0.0,clarkS,0.781721091394543,0.3797171014144929,0.6202828985855071,0.21827890860545698,4,0.0,0.0,0.0,0.0,0.0,0.0
G000173675,G000173675,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G000307305,G000307305,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G000421185,G000421185,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G000422285,G000422285,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G000770635,G000770635,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G001004105,G001004105,0.0,0.0,0,0.0,65823.0,98.73400632996835,0.0,clarkS,0.9873400632996835,0.3797171014144929,0.6202828985855071,0.012659936700316498,0,0.0,0.0,0.0,0.0,0.0,0.0
G001679155,G001679155,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G001685465,G001685465,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G001887595,G001887595,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
G900156635,G900156635,0.0,0.0,0,0.0,66667.0,100.0,0.0,clarkS,1.0,0.3797171014144929,0.6202828985855071,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
